    0.00000000000000000000e+00     9.14069709243878955022e+05    -5.50784440152054838836e+06     3.03924540645537525415e+06     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     5.55054000000000000000e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00    0.00000000000000000000e+00     0.00000000000000000000e+00    0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00
    5.00000000000000027756e-02     9.14069709243878955022e+05    -5.50784440152054838836e+06     3.03924540645537525415e+06     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     5.55029424658466479741e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00    0.00000000000000000000e+00     0.00000000000000000000e+00    0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00
    1.00000000000000005551e-01     9.14069709243878955022e+05    -5.50784440152054838836e+06     3.03924540645537525415e+06     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     5.54955698633865918964e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00    0.00000000000000000000e+00     0.00000000000000000000e+00    0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00
    1.50000000000000022204e-01     9.14069709247251506895e+05    -5.50784440154086984694e+06     3.03924540646658884361e+06     2.08953928418933180177e-04    -1.25907872581144334584e-03     6.94763496356546835821e-04     5.54857068436373258010e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00    0.00000000000000000000e+00     0.00000000000000000000e+00    8.88632101881303704261e-03    -5.35456683211421591295e-02     2.95466637430221723548e-02
    2.00000000000000011102e-01     9.14069709272840875201e+05    -5.50784440169506240636e+06     3.03924540655167261139e+06     8.95309089948481662789e-04    -5.39479988105250659464e-03     2.97686709390492182728e-03     5.54757780576163437217e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     1.45314737651149657877e-03     2.97613496347270967135e-17     5.32343266690382677098e-17    0.00000000000000000000e+00     0.00000000000000000000e+00    1.85687454768841408992e-02    -1.11888360136900288921e-01     6.17403397394475916826e-02
    2.50000000000000000000e-01     9.14069709344853181392e+05    -5.50784440212898235768e+06     3.03924540679111098871e+06     2.06591474377965230932e-03    -1.24484345564377790749e-02     6.86908430687860858954e-03     5.54657835053236456588e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     6.22632972287225083807e-03     6.98226199080664855501e-17     8.84708972748171618150e-17    0.00000000000000000000e+00     0.00000000000000000000e+00    2.82563474368242584234e-02    -1.70262249654967945389e-01     9.39512307235403909544e-02
    2.99999999999999988898e-01     9.14069709487507469021e+05    -5.50784440298856422305e+06     3.03924540726543078199e+06     3.72103077001543309718e-03    -2.24215486928969892633e-02     1.23722792262777533945e-02     5.54557231867592432536e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     1.43671794674350167959e-02     1.19695919842399689514e-16     1.30104260698260532081e-16    0.00000000000000000000e+00     0.00000000000000000000e+00    3.79491670626828092594e-02    -2.28667578888988032304e-01     1.26179470239167201839e-01
    3.49999999999999977796e-01     9.14069709725035820156e+05    -5.50784440441982168704e+06     3.03924540805520303547e+06     5.86091905553778359794e-03    -3.53157203234642919076e-02     1.94873226155627132794e-02     5.54455971019231248647e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     2.58775039181203918293e-02     1.63064006741819866875e-16     1.86482773667506762649e-16    0.00000000000000000000e+00     0.00000000000000000000e+00    4.76472445018230050806e-02    -2.87104589752049221829e-01     1.58425191774712814663e-01
    3.99999999999999966693e-01     9.14069710081683355384e+05    -5.50784440656884759665e+06     3.03924540924104209989e+06     8.48584349518962006986e-03    -5.11325395804003851596e-02     2.82150919145840971269e-02     5.54354052508152904920e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     4.07591243387751961391e-02     2.02962646689286430046e-16     2.35922392732845764840e-16    0.00000000000000000000e+00     0.00000000000000000000e+00    5.73506199254556481293e-02    -3.45573524300947454435e-01     1.90688528897855924527e-01
    4.49999999999999955591e-01     9.14069710581708583049e+05    -5.50784440958181396127e+06     3.03924541090360609815e+06     1.15960699929835812927e-02    -6.98736087024760393893e-02     3.85564712436018836028e-02     5.54251476334357401356e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     5.90138759573923601942e-02     2.49800180540660221595e-16     2.60208521396521064162e-16    0.00000000000000000000e+00     0.00000000000000000000e+00    6.70593335291618242167e-02    -4.04074624739305221510e-01     2.22969615257300191047e-01
    4.99999999999999944489e-01     9.14069711249383282848e+05    -5.50784441360497288406e+06     3.03924541312359785661e+06     1.51918664633265646652e-02    -9.15405420423508753291e-02     5.05123514073569576666e-02     5.54148242497844737954e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     8.06436079745171674471e-02     2.94902990916057206050e-16     2.67147415300428292539e-16    0.00000000000000000000e+00     0.00000000000000000000e+00    7.67734255332588322318e-02    -4.62608133419834643973e-01     2.55268584584008806360e-01
    5.49999999999999933387e-01     9.14069712108324863948e+05    -5.50784441878063604236e+06     3.03924541597954463214e+06     1.92334370849356200983e-02    -1.15893544769017767249e-01     6.39504128838182805961e-02     5.54044406820845557377e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     1.05650183571763228718e-01     3.53883589099268647260e-16     2.28983498828938536462e-16    0.00000000000000000000e+00     0.00000000000000000000e+00    8.48901556582144500851e-02    -5.11516532992946082459e-01     2.82256389231982929289e-01
    5.99999999999999977796e-01     9.14069713179492857307e+05    -5.50784442523509636521e+06     3.03924541954113543034e+06     2.36809578311024566954e-02    -1.42692652096056249444e-01     7.87382423690375782277e-02     5.53940025125590502284e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     1.33756847036850173849e-01     4.16333634234433702659e-16     5.55111512312578270212e-17    0.00000000000000000000e+00     0.00000000000000000000e+00    9.30114352269664212969e-02    -5.60452345823891917576e-01     3.09259320599557518960e-01
    6.50000000000000022204e-01     9.14069714483190327883e+05    -5.50784443309069331735e+06     3.03924542387587763369e+06     2.85346568899241606609e-02    -1.71939239000145904779e-01     9.48765985793568744633e-02     5.53835097412079572678e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     1.64686646505932288154e-01     4.85722573273505986435e-16    -2.77555756156289135106e-17    0.00000000000000000000e+00     0.00000000000000000000e+00    1.01137292978216830619e-01    -6.09415745081134829775e-01     3.36277474241676088695e-01
    7.00000000000000066613e-01     9.14069716039731982164e+05    -5.50784444246983528137e+06     3.03924542905131680891e+06     3.37947638928545318615e-02    -2.03634689155094278368e-01     1.12366245030220621159e-01     5.53729623680312768556e+05     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     0.00000000000000000000e+00     6.21879170035090189650e-01    -4.30306073219726692436e-01     6.60190059222325736910e-02    -6.50956582333819477881e-01     1.98441168888321695096e-01     5.34294830600856585079e-16    -1.66533453693773481064e-16    0.00000000000000000000e+00     0.00000000000000000000e+00    1.09267757811236432275e-01    -6.58406904901319478540e-01     3.63310946247393573572e-01
